고유번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,경도,위도,데이터기준일자
379255,울산광역시 울주군청,,울산광역시 울주군 두서면 인보리 459-49,어린이보호,2,200,,30,2020-06,052-204-0030,129.159113,35.642689,2020-02-25
379254,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 300,어린이보호,2,200,,30,2020-06,052-204-0030,129.115175,35.566675,2020-02-25
379253,울산광역시 울주군청,,울산광역시 울주군 상북면 궁근정리 556-4,어린이보호,2,200,,30,2020-06,052-204-0030,129.068532576,35.615446224,2020-02-25
379252,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 399,어린이보호,2,200,,30,2020-06,052-204-0030,129.126165,35.571476,2020-02-25
379251,울산광역시 울주군청,,울산광역시 울주군 삼남면 방기리 117,어린이보호,2,200,,30,2020-06,052-204-0030,129.0931736,35.507092,2020-02-25
379250,울산광역시 울주군청,,울산광역시 울주군 언양읍 반천리 446-4,어린이보호,2,200,,30,2020-06,052-204-0030,129.182703897,35.555383389,2020-02-25
379249,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 650-6,어린이보호,2,200,,30,2020-06,052-204-0030,129.2232885,35.5615997,2020-02-25
379248,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 666-3,어린이보호,3,200,,30,2020-06,052-204-0030,129.224133,35.560536,2020-02-25
379247,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 324-31,어린이보호,2,200,,30,2020-06,052-204-0030,129.2259616,35.5611717,2020-02-25
379246,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 386,어린이보호,3,200,,30,2020-06,052-204-0030,129.2322816,35.5651838,2020-02-25
379245,울산광역시 울주군청,,울산광역시 울주군 온산읍 학남리 835-44,어린이보호,2,200,,30,2020-06,052-204-0030,129.315657,35.451965,2020-02-25
379244,울산광역시 울주군청,,울산광역시 울주군 온산읍 삼평리 363-1,어린이보호,3,200,,30,2020-06,052-204-0030,129.323294,35.405651,2020-02-25
379243,울산광역시 울주군청,,울산광역시 울주군 서생면 명산리 504,어린이보호,3,200,,30,2020-06,052-204-0030,129.295406,35.351302,2020-02-25
379242,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 174-6,어린이보호,4,200,,30,2020-06,052-204-0030,129.325877647,35.357346366,2020-02-25
379241,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 230,어린이보호,2,200,,30,2020-11,052-204-0030,129.2522967,35.5520465,2020-02-25
379240,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 252-1,어린이보호,1,200,,30,2020-11,052-204-0030,129.252391,35.553417,2020-02-25
379239,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 1354-9,어린이보호,2,200,,30,2020-11,052-204-0030,129.3067686,35.4374264,2020-02-25
379238,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 411-13,어린이보호,2,200,,30,2020-11,052-204-0030,129.2830115,35.4074129,2020-02-25
379237,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 612-5,어린이보호,4,200,,30,2020-06,052-204-0030,129.3047316,35.4363002,2020-02-25
379236,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 327-1,어린이보호,3,200,,30,2020-06,052-204-0030,129.3142143,35.4285992,2020-02-25
379235,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1557-4,어린이보호,2,200,,30,2020-06,052-204-0030,129.116204,35.5626876,2020-02-25
379234,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 978-2,어린이보호,2,200,,30,2020-06,052-204-0030,129.112148,35.553167,2020-02-25
379233,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 406-12,어린이보호,1,200,,30,2020-06,052-204-0030,129.126836,35.572694,2020-02-25
379232,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 243-5,어린이보호,2,200,,30,2020-06,052-204-0030,129.1110275,35.5674142,2020-02-25
379231,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 346-9,어린이보호,2,200,,30,2020-06,052-204-0030,129.1196431,35.5685386,2020-02-25
379230,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 285-6,어린이보호,2,200,,30,2020-06,052-204-0030,129.326512,35.348985,2020-02-25
379229,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 258-5,어린이보호,3,200,,30,2020-06,052-204-0030,129.112874,35.5656531,2020-02-25
379228,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 357-3,어린이보호,1,200,,30,2020-06,052-204-0030,129.1216218,35.5724734,2020-02-25
379227,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 542,어린이보호,2,200,,30,2020-06,052-204-0030,129.2848212,35.4125101,2020-02-25
379226,울산광역시 울주군청,,울산광역시 울주군 온양읍 동상리 284-2,어린이보호,3,200,,30,2020-06,052-204-0030,129.3087672,35.4137216,2020-02-25
379225,울산광역시 울주군청,,울산광역시 울주군 온양읍 발리 483-1,어린이보호,1,200,,30,2020-06,052-204-0030,129.2945847,35.4087929069,2020-02-25
379224,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 183-2,어린이보호,2,200,,30,2020-06,052-204-0030,129.287277,35.4097762,2020-02-25
379223,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 174-6,어린이보호,2,200,,30,2020-06,052-204-0030,129.2911503,35.4099445,2020-02-25
379222,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 205-4,어린이보호,2,200,,30,2020-06,052-204-0030,129.286395,35.405996,2020-02-25
379221,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 350-3,어린이보호,1,200,,30,2020-06,052-204-0030,129.230517,35.563552,2020-02-25
379220,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 118-1,어린이보호,1,200,,30,2020-06,052-204-0030,129.250382,35.568222,2020-02-25
379219,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 871-4,어린이보호,3,200,,30,2020-06,052-204-0030,129.237693,35.570721,2020-02-25
379218,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 52-1,어린이보호,3,200,,30,2020-06,052-204-0030,129.2616247,35.5540778,2020-02-25
379217,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 678-16,어린이보호,4,200,,30,2020-06,052-204-0030,129.2227032,35.5607316,2020-02-25
379216,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 333-6,어린이보호,4,200,,30,2020-06,052-204-0030,129.227771,35.563529,2020-02-25
379215,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 183-3,어린이보호,2,200,,30,2020-06,052-204-0030,129.2875781,35.4096943,2020-02-25
379214,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 904-3,어린이보호,2,200,,30,2020-06,052-204-0030,129.240041,35.567925,2020-02-25
379213,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 382-3,어린이보호,4,200,,30,2020-06,052-204-0030,129.2423159,35.5683012,2020-02-25
379212,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 716-1,어린이보호,1,200,,30,2020-12,052-204-0030,129.2404012,35.5765757,2020-02-25
379211,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 372-1,어린이보호,1,200,,30,2020-12,052-204-0030,129.1232259,35.5715393,2020-02-25
379210,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 211-1,어린이보호,1,200,,30,2020-12,052-204-0030,129.2870634,35.4047433,2020-02-25
379209,울산광역시 울주군청,,울산광역시 울주군 웅촌면 통천리 807-3,어린이보호,2,200,,30,2020-07,052-204-0030,129.2393218,35.4698182,2020-02-25
379208,울산광역시 울주군청,,울산광역시 울주군 청량읍 상남리 715-6,어린이보호,1,200,,30,2020-07,052-204-0030,129.3064307,35.4876742,2020-02-25
379207,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 397-14,어린이보호,1,200,,30,2020-07,052-204-0030,129.2467079,35.5674944,2020-02-25
379206,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 749-1,어린이보호,2,200,,30,2020-07,052-204-0030,129.2378825,35.5773356,2020-02-25
379205,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 185-3,어린이보호,2,200,,30,2020-07,052-204-0030,129.311469,35.4396657,2020-02-25
379204,울산광역시 울주군청,,울산광역시 울주군 온양읍 운화리 47-8,어린이보호,1,200,,30,2020-07,052-204-0030,129.281236,35.4138303,2020-02-25
379203,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 417,어린이보호,1,200,,30,2020-07,052-204-0030,129.2814699,35.4082663,2020-02-25
379202,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 362-6,어린이보호,1,200,,30,2020-07,052-204-0030,129.111001740,35.566516437,2020-02-25
379201,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 245-4,어린이보호,1,200,,30,2020-07,052-204-0030,129.1106165,35.5667311,2020-02-25
379200,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 1331-6,어린이보호,2,200,,30,2020-07,052-204-0030,129.303825,35.439301,2020-02-25
379199,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 630-38,어린이보호,2,200,,30,2020-07,052-204-0030,129.3082317,35.4370527,2020-02-25
379198,울산광역시 울주군청,,울산광역시 울주군 언양읍 반천리 411-3,어린이보호,2,200,,30,2020-08,052-204-0030,129.1817011,35.5563481,2020-02-25
379197,울산광역시 울주군청,,울산광역시 울주군 삼남면 신화리 산83-1,어린이보호,1,200,,30,2020-08,052-204-0030,129.109504,35.535532,2020-02-25
379196,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 234,어린이보호,1,200,,30,2020-08,052-204-0030,129.253695,35.552337,2020-02-25
379195,울산광역시 울주군청,,울산광역시 울주군 상북면 길천리 406-6,어린이보호,1,200,,30,2020-08,052-204-0030,129.084173,35.584885,2020-02-25
379194,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 327-1,어린이보호,2,200,,30,2020-08,052-204-0030,129.3142143,35.428597,2020-02-25
379193,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1368-1,어린이보호,2,200,,30,2020-08,052-204-0030,129.106848,35.540243,2020-02-25
379192,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 243-2,어린이보호,2,200,,30,2020-08,052-204-0030,129.289928,35.406424,2020-02-25
379191,울산광역시 울주군청,,울산광역시 울주군 언양읍 어음리 117,어린이보호,1,200,,30,2020-08,052-204-0030,129.1380061,35.5584792,2020-02-25
379190,울산광역시 울주군청,,울산광역시 울주군 청량읍 율리 390,어린이보호,2,200,,30,2020-08,052-204-0030,129.240664,35.5188774,2020-02-25
379189,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 136-1,어린이보호,2,200,,30,2020-08,052-204-0030,129.2507185,35.5659611,2020-02-25
379188,울산광역시 울주군청,,울산광역시 울주군 상북면 소호리 855,어린이보호,1,200,,30,2020-12,052-204-0030,129.086182,35.669987,2020-02-25
379187,울산광역시 울주군청,,울산광역시 울주군 서생면 서생리 427-2,어린이보호,3,200,,30,2020-07,052-204-0030,129.342049,35.386063,2020-02-25
379186,울산광역시 울주군청,,울산광역시 울주군 서생면 신암리 247-8,어린이보호,1,200,,30,2020-07,052-204-0030,129.327059,35.349729,2020-02-25
379185,울산광역시 울주군청,,울산광역시 울주군 서생면 명산리 495-1,어린이보호,1,200,,30,2020-07,052-204-0030,129.2960338,35.3510868,2020-02-25
379184,울산광역시 울주군청,,울산광역시 울주군 삼남면 신화리 1485-28,어린이보호,1,200,,30,2020-07,052-204-0030,129.108175927,35.536633554,2020-02-25
379183,울산광역시 울주군청,,울산광역시 울주군 웅촌면 곡천리 304,어린이보호,2,200,,30,2020-07,052-204-0030,129.2071444,35.4643696,2020-02-25
379182,울산광역시 울주군청,,울산광역시 울주군 웅촌면 검단리 603-3,어린이보호,1,200,,30,2020-07,052-204-0030,129.177716,35.4579144,2020-02-25
379181,울산광역시 울주군청,,울산광역시 울주군 온산읍 삼평리 365,어린이보호,1,200,,30,2020-07,052-204-0030,129.3228918,35.4063013,2020-02-25
379180,울산광역시 울주군청,,울산광역시 울주군 청량읍 덕하리 462-2,어린이보호,2,200,,30,2020-07,052-204-0030,129.298637,35.486461,2020-02-25
379179,울산광역시 울주군청,,울산광역시 울주군 청량읍 삼정리 776-1,어린이보호,1,200,,30,2020-07,052-204-0030,129.233464,35.492016,2020-02-25
379178,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 343-10,어린이보호,2,200,,30,2020-07,052-204-0030,129.230251388,35.564050768,2020-02-25
379177,울산광역시 울주군청,,울산광역시 울주군 범서읍 척과리 748-12,어린이보호,2,200,,30,2020-07,052-204-0030,129.276501612,35.612922385,2020-02-25
379176,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 291-10,어린이보호,2,200,,30,2020-07,052-204-0030,129.1158764,35.5673847,2020-02-25
379175,울산광역시 울주군청,,울산광역시 울주군 두서면 인보리 459-49,어린이보호,1,200,,30,2020-07,052-204-0030,129.159113,35.642689,2020-02-25
379174,울산광역시 울주군청,,울산광역시 울주군 두동면 구미리 650-3,어린이보호,1,200,,30,2020-07,052-204-0030,129.202007,35.654018,2020-02-25
379173,울산광역시 울주군청,,울산광역시 울주군 삼남면 신화리 1487-19,어린이보호,1,200,,30,2020-07,052-204-0030,129.108489,35.535635,2020-02-25
379172,울산광역시 울주군청,,울산광역시 울주군 삼남면 방기리 117,어린이보호,1,200,,30,2020-07,052-204-0030,129.0931736,35.507092,2020-02-25
379171,울산광역시 울주군청,,울산광역시 울주군 웅촌면 검단리 1087-2,어린이보호,1,200,,30,2020-07,052-204-0030,129.177111,35.457487,2020-02-25
379170,울산광역시 울주군청,,울산광역시 울주군 웅촌면 곡천리 302-12,어린이보호,1,200,,30,2020-07,052-204-0030,129.207538,35.464687,2020-02-25
379169,울산광역시 울주군청,,울산광역시 울주군 삼동면 하잠리 960-2,어린이보호,1,200,,30,2020-07,052-204-0030,129.158286,35.523599,2020-02-25
379168,울산광역시 울주군청,,울산광역시 울주군 서생면 진하리 82-17,어린이보호,2,200,,30,2020-07,052-204-0030,129.341501,35.3843819,2020-02-25
379167,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 55-9,어린이보호,1,200,,30,2020-07,052-204-0030,129.260613,35.554493,2020-02-25
379166,울산광역시 울주군청,,울산광역시 울주군 상북면 길천리 416-2,어린이보호,1,200,,30,2020-07,052-204-0030,129.084895,35.584772,2020-02-25
379165,울산광역시 울주군청,,울산광역시 울주군 상북면 궁근정리 556-4,어린이보호,1,200,,30,2020-07,052-204-0030,129.068529819,35.615446271,2020-02-25
379164,울산광역시 울주군청,,울산광역시 울주군 상북면 향산리 344,어린이보호,2,200,,30,2020-07,052-204-0030,129.0996413,35.5821335,2020-02-25
379163,울산광역시 울주군청,,울산광역시 울주군 언양읍 반천리 446-4,어린이보호,1,200,,30,2020-07,052-204-0030,129.182714796,35.555378686,2020-02-25
379162,울산광역시 울주군청,,울산광역시 울주군 언양읍 반곡리 709,어린이보호,1,200,,30,2020-07,052-204-0030,129.1414205,35.6033055,2020-02-25
379161,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 300,어린이보호,1,200,,30,2020-07,052-204-0030,129.115175,35.566675,2020-02-25
379160,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 226-2,어린이보호,1,200,,30,2020-07,052-204-0030,129.123841,35.566433,2020-02-25
379159,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 327-1,어린이보호,1,200,,30,2020-07,052-204-0030,129.3142143,35.4285992,2020-02-25
379158,울산광역시 울주군청,,울산광역시 울주군 온산읍 덕신리 612-5,어린이보호,1,200,,30,2020-07,052-204-0030,129.3047316,35.4363002,2020-02-25
379157,울산광역시 울주군청,,울산광역시 울주군 온양읍 남창리 212-2,어린이보호,2,200,,30,2020-07,052-204-0030,129.280533,35.417612,2020-02-25
379156,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 252-8,어린이보호,1,200,,30,2020-07,052-204-0030,129.289433,35.405245,2020-02-25
379155,울산광역시 울주군청,,울산광역시 울주군 온양읍 대안리 250,어린이보호,2,200,,30,2020-07,052-204-0030,129.2888885,35.4059731,2020-02-25
379154,울산광역시 울주군청,,울산광역시 울주군 청량읍 덕하리 454-7,어린이보호,1,200,,30,2020-07,052-204-0030,129.298531,35.4874105190,2020-02-25
379153,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 54-5,어린이보호,2,200,,30,2020-07,052-204-0030,129.2609457,35.5529876,2020-02-25
379152,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 688-6,어린이보호,1,200,,30,2020-07,052-204-0030,129.222377,35.561819,2020-02-25
379151,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 679-1,어린이보호,2,200,,30,2020-07,052-204-0030,129.222377,35.561244,2020-02-25
379150,울산광역시 울주군청,,울산광역시 울주군 범서읍 천상리 350-3,어린이보호,1,200,,30,2020-07,052-204-0030,129.230517,35.563552,2020-02-25
379149,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 217,어린이보호,2,200,,30,2020-07,052-204-0030,129.2499264,35.5687273,2020-02-25
379148,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 753-2,어린이보호,1,200,,30,2020-07,052-204-0030,129.2365524,35.5724813,2020-02-25
379147,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 산 127-11,어린이보호,1,200,,30,2020-07,052-204-0030,129.237759,35.571342,2020-02-25
379146,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 714-1,어린이보호,2,200,,30,2020-07,052-204-0030,129.2398071,35.577423,2020-02-25
379145,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 718-5,어린이보호,2,200,,30,2020-07,052-204-0030,129.2396449,35.576133,2020-02-25
379144,울산광역시 울주군청,,울산광역시 울주군 범서읍 굴화리 223-1,어린이보호,3,200,,30,2020-08,052-204-0030,129.250549486,35.552076568,2020-02-25
379143,울산광역시 울주군청,,울산광역시 울주군 두동면 삼정리 산 141-2,어린이보호,3,200,,30,2020-08,052-204-0030,129.178875,35.650658,2020-02-25
379142,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1570-3,어린이보호,3,200,,30,2020-08,052-204-0030,129.119946,35.559946,2020-02-25
379141,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1564-1,어린이보호,3,200,,30,2020-08,052-204-0030,129.116938,35.561022,2020-02-25
379140,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1621-1,어린이보호,3,200,,30,2020-08,052-204-0030,129.116550658,35.556516026,2020-02-25
379139,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 962-4,어린이보호,3,200,,30,2020-08,052-204-0030,129.114571,35.5523173,2020-02-25
379138,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1608-4,어린이보호,3,200,,30,2020-08,052-204-0030,129.112975,35.556393,2020-02-25
379137,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1605-1,어린이보호,3,200,,30,2020-08,052-204-0030,129.113771,35.5583314,2020-02-25
379136,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1560-1,어린이보호,3,200,,30,2020-08,052-204-0030,129.114473,35.562155,2020-02-25
379135,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1586-3,어린이보호,3,200,,30,2020-08,052-204-0030,129.115253,35.559704,2020-02-25
379134,울산광역시 울주군청,,울산광역시 울주군 삼남면 신화리 1610-5,어린이보호,3,200,,30,2020-08,052-204-0030,129.142389,35.547205,2020-02-25
379133,울산광역시 울주군청,,울산광역시 울주군 삼남면 교동리 1701-2,어린이보호,3,200,,30,2020-08,052-204-0030,129.127937,35.555968,2020-02-25
379132,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 378-5,어린이보호,3,200,,30,2020-08,052-204-0030,129.127905,35.570396,2020-02-25
379131,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 371-5,어린이보호,3,200,,30,2020-08,052-204-0030,129.1244785,35.5708488,2020-02-25
379130,울산광역시 울주군청,,울산광역시 울주군 언양읍 동부리 347-1,어린이보호,3,200,,30,2020-08,052-204-0030,129.119186,35.569399,2020-02-25
379129,울산광역시 울주군청,,울산광역시 울주군 언양읍 서부리 402,어린이보호,3,200,,30,2020-08,052-204-0030,129.117531,35.569361,2020-02-25
379128,울산광역시 울주군청,,울산광역시 울주군 범서읍 구영리 753-4,어린이보호,3,200,,30,2020-08,052-204-0030,129.237185,35.575286,2020-02-25
